feature,value,1,10,11,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,4.2190747,-12.787543,-10.534355,4.8032947,7.075524,3.822166,-0.80083203,-6.5095396,-10.285831,-11.674248,-12.670359
attn_0_0_outputs,1,4.0127363,-13.325358,-10.263272,4.821872,7.172884,3.9135766,-0.7697173,-6.4186654,-10.125092,-11.555115,-15.636192
attn_0_0_outputs,2,4.219475,-14.730702,-15.986493,4.896802,7.198785,3.9450262,-0.658846,-6.325796,-10.163377,-11.520861,-11.842552
attn_0_0_outputs,3,3.5014594,-12.030289,-17.776638,4.6797194,7.064469,3.7944837,-0.8163643,-6.4966373,-10.355351,-11.794627,-11.943812
attn_0_0_outputs,4,4.573125,-11.543212,-13.607467,5.2158794,7.703888,4.467958,-0.16735987,-5.7529764,-9.642879,-10.934636,-11.648142
attn_0_0_outputs,5,4.319584,-13.000697,-11.117442,4.8733406,7.144468,3.8781688,-0.73091793,-6.471823,-10.123007,-11.912823,-12.067034
attn_0_0_outputs,<pad>,1.6172264,-1.4371543,-1.1929554,2.6113136,1.2397293,-0.18044114,-3.3211575,-2.9737113,-4.616587,-4.735471,-1.9818505
attn_0_0_outputs,<s>,4.4617424,-14.568952,-17.60054,5.854867,7.1577997,3.2230449,-1.7984174,-7.6921616,-11.667453,-13.612232,-13.152225
attn_0_0_outputs,_,0.8380854,-2.1847713,-1.1514754,1.9992992,0.7083203,1.1315719,-0.6343887,-1.9794225,-4.205703,-3.164838,-3.2285018
attn_0_0_outputs,_,1.0600526,-2.0810506,-1.0610322,1.994272,0.5393645,1.0859513,-0.3875267,-1.7067755,-3.3766434,-3.7324743,-2.4796617
attn_0_0_outputs,_,1.3582562,-3.3673391,-1.3153503,2.1676495,1.0543174,0.9528097,-0.67823976,-2.0009606,-3.7631743,-3.9044852,-3.8611724
attn_0_0_outputs,_,1.6571298,-2.8930557,-1.2392716,1.9255015,0.92791605,1.1112943,-0.1794613,-1.319864,-3.0161216,-3.3880262,-3.3718112
attn_0_0_outputs,_,1.6237272,-2.5033681,-1.2550572,1.7650733,0.56127936,0.7290228,-0.1356798,-0.9520845,-2.3750117,-2.8540118,-2.1520658
attn_0_0_outputs,_,1.9580411,-1.6467854,-1.454001,1.5467802,0.59509814,1.1217133,0.114193246,-0.91635424,-2.5754707,-2.99304,-2.9092402
attn_0_0_outputs,_,1.7854476,-1.5194027,-0.30023685,2.1109903,0.33869147,0.94534105,-0.016559219,-0.5778246,-1.311722,-2.7120488,-2.8288047
attn_0_0_outputs,_,1.9879102,-1.0610583,-0.36220145,1.6175071,0.88313353,0.9636509,0.089443,-0.6305861,-2.165737,-2.2422748,-1.6650933
attn_0_0_outputs,_,1.116412,0.49087563,-0.8681389,1.698104,0.07489796,0.41263515,-0.13603257,-0.4966655,-1.756314,-1.2806346,-1.2514896
attn_0_0_outputs,_,1.4288738,0.968537,0.19637685,1.5912884,0.6195879,0.8641582,-0.62335306,-0.14695652,-1.5453942,-0.13409816,-1.7468814
attn_0_0_outputs,_,1.0638139,0.5280618,2.1275167,1.2785492,1.8415866,1.1969291,-1.0577389,-0.3331417,-1.5709271,-0.47386396,-0.9167199
attn_0_0_outputs,_,0.9273722,0.05306532,-3.505219,1.5451248,0.9248751,0.90525496,-0.6061661,-0.5146268,-0.9755745,-0.87489396,2.234372
attn_0_0_outputs,_,0.673256,-0.3734603,-0.4841878,0.45922527,-0.074009664,0.12440657,0.38242033,-0.36987197,-1.0791365,-1.360543,-0.5038231
attn_0_0_outputs,_,0.8093398,-1.0565206,-0.42093247,0.47584277,0.8952225,-0.086278774,0.24584745,-0.6572878,-0.97911143,-1.3642602,-0.6938976
attn_0_0_outputs,_,0.43199307,-0.6983976,-0.7951604,0.48135805,0.51972073,-0.45450926,-0.20977786,-1.1649384,-1.0748801,-0.81126493,-1.0849801
attn_0_0_outputs,_,1.0032614,-0.7801365,-0.22530723,0.2588711,0.37302813,0.24089617,0.11473332,-1.0897868,-0.6842219,-2.066469,-1.0528034
attn_0_0_outputs,_,0.66948134,-0.5993397,-0.31291038,-0.250076,0.76629806,0.05915186,0.7727183,-0.652074,-1.0349455,-1.121308,-0.73844916
attn_0_0_outputs,_,0.94775915,-0.83085483,-0.516749,0.8612508,0.93587786,0.33296943,0.097044505,-0.50390214,-0.82783926,-0.99516755,-0.714044
