feature,value,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,4.5807805,-18.023466,-20.604837,-21.867819,-22.894999,-22.46149,-22.86259,-20.916035,-19.504646,6.5763645,3.7234564,0.1531081,-2.2882903,-5.8213897,-6.0384436,-10.686788,-15.57426
attn_0_0_outputs,1,7.0250564,-11.170091,-13.82319,-14.979921,-16.25876,-16.65764,-17.824247,-13.437921,-13.354305,10.274366,8.168727,5.1692753,3.3336825,0.1569067,0.39475423,-3.6518118,-8.733565
attn_0_0_outputs,10,8.940292,-11.945599,-14.437506,-15.917722,-17.24786,-17.577955,-17.712032,-15.72608,-15.2199335,11.429117,8.78258,5.463172,3.374479,0.13410944,0.12182503,-3.981611,-9.123391
attn_0_0_outputs,11,7.808022,-12.133553,-14.600389,-16.282017,-17.524635,-17.884008,-18.069384,-16.384575,-16.771868,11.017397,8.639366,5.383817,3.3068006,0.06738788,0.050359756,-4.21424,-9.265095
attn_0_0_outputs,12,8.5400505,-11.557069,-14.173775,-15.683101,-17.07033,-17.28404,-17.414251,-15.221022,-15.665523,11.552327,9.0848255,5.891183,3.8383486,0.5892803,0.58239204,-3.656336,-8.770591
attn_0_0_outputs,13,9.881897,-11.461531,-14.08465,-15.510803,-17.057713,-17.308054,-17.561625,-15.197566,-15.319948,12.453476,9.8068905,6.4205494,4.213308,0.86361545,0.7671683,-3.5141077,-8.626125
attn_0_0_outputs,14,5.221611,-9.919067,-12.135744,-13.614774,-14.883041,-15.2760935,-15.079392,-12.588733,-13.100193,7.737725,6.6486425,4.639786,3.3750682,0.87014765,1.3767223,-2.4962108,-7.2713904
attn_0_0_outputs,15,9.167868,-10.742678,-13.274099,-14.667145,-16.080929,-16.192978,-16.838411,-14.989168,-15.574219,11.961493,9.621952,6.458474,4.416805,1.2706609,1.2995002,-2.867093,-7.880544
attn_0_0_outputs,16,8.368091,-10.960515,-13.309446,-14.88516,-16.043846,-16.04466,-16.218773,-14.757027,-15.365103,11.141842,8.817028,5.7285366,3.762476,0.6083779,0.77312845,-3.274515,-8.277466
attn_0_0_outputs,17,10.398992,-11.034906,-13.70603,-15.192818,-16.639883,-17.002821,-17.320858,-14.567442,-15.177023,12.684042,10.019639,6.681833,4.38447,1.1419389,1.0808613,-3.172156,-8.207471
attn_0_0_outputs,18,9.654825,-9.236711,-11.814569,-13.295275,-14.575445,-14.57244,-14.804234,-13.810765,-12.754068,13.265018,10.8603325,7.6792836,5.694108,2.5326202,2.6501107,-1.5008149,-6.505109
attn_0_0_outputs,19,7.946602,-8.950771,-11.192048,-12.694613,-14.122913,-14.379441,-14.512788,-12.339528,-10.941819,13.4169445,11.201848,8.102181,5.9692755,2.9101756,2.9432144,-1.2406557,-6.103973
attn_0_0_outputs,2,7.296933,-10.920662,-13.462054,-14.636213,-15.623391,-16.44582,-16.408445,-13.527811,-11.300325,10.560174,8.487529,5.515459,3.6925907,0.47680327,0.8119962,-3.3634892,-8.077829
