feature,value,0,1,2,3,4
attn_0_0_outputs,0,0.5872295,-0.45506272,-0.0042882496,-0.19917323,0.061405018
attn_0_0_outputs,1,-0.311884,-0.006696518,0.25948435,-0.36910993,0.089847736
attn_0_0_outputs,2,-0.31491405,-0.47161767,1.1897573,-0.31370643,-0.074270874
attn_0_0_outputs,3,0.00047736114,-0.15087478,0.24996474,0.7438586,0.33454874
attn_0_0_outputs,4,-0.31885207,-0.4720039,0.38558885,-0.35276595,0.7028892
attn_0_0_outputs,</s>,-0.33537486,-0.63796246,0.18434542,-0.35680917,-0.0034574054
attn_0_0_outputs,<pad>,0.93222773,0.7844235,-1.3533016,0.8674952,-1.6122023
attn_0_0_outputs,<s>,-0.12626186,-0.31702036,0.022804448,-0.14410676,0.13754158
attn_0_0_outputs,_,0.45033187,-0.1788199,0.05518492,-0.2131624,0.27574214
attn_0_0_outputs,_,-0.18864086,0.33334202,-0.208583,0.2562535,-0.533477
attn_0_0_outputs,_,0.35606623,-0.027230103,-0.05456577,0.31530392,0.56404096
attn_0_0_outputs,_,-0.120994136,0.18050571,-0.0052467524,0.98694754,0.2068867
attn_0_0_outputs,_,0.6296147,0.5001858,0.19422987,0.40586975,-0.49980697
attn_0_0_outputs,_,0.10403268,0.093488365,-0.001444183,0.07043459,0.18744537
attn_0_0_outputs,_,0.13036561,-0.005159223,-0.39954135,-0.12404845,0.2994576
attn_0_0_outputs,_,-0.0021564758,0.34986553,0.24566852,0.100936115,-0.65904
attn_0_0_outputs,_,0.57920694,0.19822036,-0.18349656,0.29463083,-0.6562033
attn_0_0_outputs,_,0.6318362,0.8598111,-0.36982065,-0.79405123,-0.7363173
attn_0_0_outputs,_,0.6278374,0.012280612,0.14992052,-0.38881683,0.2986474
attn_0_0_outputs,_,0.24528246,1.1045891,0.44737116,0.06488027,-0.43386266
attn_0_0_outputs,_,-0.15879087,0.25820884,0.007988021,0.25132248,0.28607035
attn_0_0_outputs,_,-0.08048893,0.518634,0.1340209,0.4173663,-0.5028721
attn_0_0_outputs,_,0.06512263,0.32130796,-0.1897411,0.59381765,0.21030466
attn_0_0_outputs,_,-0.49696356,0.8595819,-0.87413543,0.07552123,-0.15321295
attn_0_0_outputs,_,0.51241666,0.48490962,-0.16954222,0.5345055,-0.56786525
attn_0_0_outputs,_,0.34142634,0.49268866,0.15822311,0.34702808,-0.5952211
attn_0_0_outputs,_,0.17030016,-0.5744994,-0.16388306,0.5479516,-0.30639276
attn_0_0_outputs,_,0.18314944,-0.29827857,-0.17215869,0.08559115,0.43990558
attn_0_0_outputs,_,0.05595304,-0.42226896,0.2554405,-0.2124652,0.5107553
attn_0_0_outputs,_,0.6383873,0.7979713,-0.43997067,-0.95108324,0.5737395
attn_0_0_outputs,_,0.04673584,0.47859442,-0.42829323,-0.09808348,-0.14141437
attn_0_0_outputs,_,0.015141516,0.3976544,-0.40855944,-1.1078969,0.07539844
attn_0_0_outputs,_,0.3058625,0.25294864,-0.10362017,-0.15682364,0.15679483
attn_0_0_outputs,_,0.060620748,0.009509994,-0.6532076,0.03474047,0.4567211
attn_0_0_outputs,_,0.77836853,-0.45152175,-0.07585203,-0.40935737,0.6003888
attn_0_0_outputs,_,0.5108847,0.6806517,0.8627306,-1.7171934,0.43783647
attn_0_0_outputs,_,-0.83817977,0.54737073,1.1706492,-0.73416066,0.036481872
attn_0_0_outputs,_,-0.042577647,0.18286295,-0.15991293,0.27106202,0.17001855
attn_0_0_outputs,_,0.3347447,0.2758501,0.33296937,0.34447438,-0.041089743
attn_0_0_outputs,_,-0.08006671,0.041439086,-0.11145074,-1.1481184,0.6977172
attn_0_1_outputs,0,1.5280024,-0.5232322,-1.2681777,-1.0975912,-0.5944052
attn_0_1_outputs,1,-0.9959899,2.019873,-0.30329737,-0.37118128,-0.11407155
attn_0_1_outputs,2,-0.6094216,0.6481481,0.27951038,0.021849744,0.15860659
attn_0_1_outputs,3,-0.7057525,0.042088732,-0.3023067,0.548229,0.07067268
attn_0_1_outputs,4,-0.15275128,0.9320174,0.42201123,0.49363926,0.7817844
attn_0_1_outputs,</s>,1.8056278,0.01445556,-0.6564548,-0.42401958,-0.72769856
attn_0_1_outputs,<pad>,0.08486708,0.37352428,0.0787354,0.39981592,0.43172157
attn_0_1_outputs,<s>,-0.043584753,-1.7343554,0.5432774,0.5730241,0.448101
attn_0_1_outputs,_,0.16013323,0.19205536,-0.25706062,-0.031759977,-0.074452676
attn_0_1_outputs,_,0.41321078,-0.42711258,-0.08617374,0.6842384,0.04666556
attn_0_1_outputs,_,0.03628206,0.06044137,0.089574404,0.29240736,0.09137355
attn_0_1_outputs,_,0.1660339,0.18946618,0.45110235,0.31425637,0.11874687
attn_0_1_outputs,_,-1.1004637,-0.9410364,-0.1431374,-0.14886545,-0.37658387
attn_0_1_outputs,_,-0.3993265,-0.07754824,-0.19437271,0.32505688,-0.05177411
attn_0_1_outputs,_,0.04066164,-0.19802587,-0.12265463,0.20083277,0.529856
attn_0_1_outputs,_,0.28855684,0.51039183,0.5095037,0.50431865,0.3899887
attn_0_1_outputs,_,-0.5633175,-0.34699696,-0.09921925,0.0065060128,0.111464374
