feature,value,0,1,2,3,4
attn_0_0_outputs,0,0.29085624,-0.5302862,-0.22910544,-0.2081969,-0.46948
attn_0_0_outputs,1,-0.21065298,0.18527892,-0.026056217,-0.036760796,-0.35189578
attn_0_0_outputs,2,-0.33674508,-0.53674567,0.5517706,-0.038296685,-0.41076437
attn_0_0_outputs,3,-0.12301687,-0.39724213,0.10674194,0.6980763,-0.27995968
attn_0_0_outputs,4,-0.30752927,-0.5037141,-0.096307315,-0.15366589,0.19304942
attn_0_0_outputs,</s>,0.113616236,-0.20219228,0.12272285,0.123685464,-0.18946841
attn_0_0_outputs,<pad>,-0.3853691,0.66552246,-0.6936392,-0.012072754,-0.38487172
attn_0_0_outputs,<s>,0.19679128,0.10332257,0.4099947,0.33045262,0.06180704
attn_0_0_outputs,_,0.18120603,0.18579194,-0.07816273,0.6938023,0.115675494
attn_0_0_outputs,_,-0.48900086,0.062542655,-0.27452347,0.25232425,-0.4568786
attn_0_0_outputs,_,-0.32396275,0.45554975,-0.65723044,0.11892229,-0.21908061
attn_0_0_outputs,_,0.06714763,-0.07985897,-0.31962278,0.24666642,0.017245032
attn_0_0_outputs,_,-0.07556664,-0.0028057247,-0.17719963,0.29510966,0.32200572
attn_0_0_outputs,_,0.2156876,0.20448801,0.3324665,0.43197143,0.32712197
attn_0_0_outputs,_,0.096061185,0.11522641,0.10949447,-0.093346365,-0.4483273
attn_0_0_outputs,_,0.5328084,-0.28563616,0.26394564,0.012318414,-0.027524324
attn_0_0_outputs,_,0.2277399,-0.034571726,-0.22196074,0.4342321,-0.36609498
attn_0_0_outputs,_,-0.18798426,-0.10708549,-0.124088705,-0.1275521,0.14125322
attn_0_0_outputs,_,0.32343584,0.52971065,0.40782434,0.48397914,-0.5888263
attn_0_0_outputs,_,0.0799745,0.6403133,0.40327212,0.7925202,-0.46087837
attn_0_0_outputs,_,-0.46579286,0.2943041,0.14415297,-0.41066983,0.24725209
attn_0_0_outputs,_,0.37306848,-0.17716871,0.6164449,0.028559107,0.36584675
attn_0_0_outputs,_,0.360032,1.0511585,0.6485566,-0.5464143,0.6266247
attn_0_0_outputs,_,0.050366536,0.25523907,0.22919656,-0.7288027,0.16536504
attn_0_0_outputs,_,0.001625189,0.73513,-0.47723633,0.2625472,-0.49423444
attn_0_0_outputs,_,-0.13800384,0.46575052,0.6798372,0.43494686,-1.199238
attn_0_0_outputs,_,0.35321915,1.3173964,0.16162036,0.06537578,0.34314924
attn_0_0_outputs,_,0.2917366,0.20732161,-0.39280662,0.013174108,-0.08697008
attn_0_0_outputs,_,0.31897324,0.014886213,0.6486068,-0.286397,-0.39267954
attn_0_0_outputs,_,0.045234244,0.008640391,-0.37977323,-0.4258747,0.49820098
attn_0_1_outputs,0,1.145058,0.32159394,0.22314166,-0.13796291,0.2900765
attn_0_1_outputs,1,-0.08557269,0.3088431,-0.26608902,-0.66211873,-0.37774187
attn_0_1_outputs,2,0.23479845,0.13872643,0.6208876,-0.39505532,0.011733175
attn_0_1_outputs,3,-0.118592836,-0.2830469,-0.23214847,-0.05207252,-0.4214083
attn_0_1_outputs,4,-0.047820196,-0.10406076,-0.15808882,-0.5911729,0.23723474
attn_0_1_outputs,</s>,0.38756055,0.28015345,0.36562043,-0.089675836,-0.19410145
attn_0_1_outputs,<pad>,0.9003506,-0.23562875,-0.61320895,-0.16766973,0.36926702
attn_0_1_outputs,<s>,0.30445904,0.25601774,0.24838942,-0.11094432,-0.03375162
attn_0_1_outputs,_,0.21978588,0.23247486,-0.15069772,-0.22429548,0.4643586
attn_0_1_outputs,_,-0.09085365,0.008166212,-0.31525978,-0.05138566,0.18882222
attn_0_1_outputs,_,-0.018458461,-0.12930967,-0.32511553,-1.0745227,-0.034745187
attn_0_1_outputs,_,0.6014376,0.10812007,-0.19493972,0.018630631,0.5820537
attn_0_1_outputs,_,-0.072149366,-0.16259834,-0.1855296,-0.295104,-0.2260266
attn_0_1_outputs,_,-0.08590705,-0.6252321,-0.14656436,-0.978617,-0.2538433
attn_0_1_outputs,_,0.4889231,0.14295647,0.031438805,0.00991383,0.2339324
attn_0_1_outputs,_,0.6577556,0.20872639,0.29559335,0.2926685,0.2392244
attn_0_1_outputs,_,-0.08940183,0.69762355,-0.30637875,-0.28029513,0.13882653
attn_0_1_outputs,_,0.118880376,0.10839151,-0.057308882,-0.15794247,-0.19282748
attn_0_1_outputs,_,0.408812,0.5798353,0.38702214,-0.16028725,0.008458426
attn_0_1_outputs,_,0.72518146,-0.054450408,-0.7039687,0.0016545197,0.30192572
attn_0_1_outputs,_,0.6095977,1.3932881,0.195626,-0.49788347,-0.010708609
attn_0_1_outputs,_,1.1468205,-0.121397525,0.41392505,-0.23821314,0.123368725
