feature,value,0,1,2,3,4
attn_0_0_outputs,0,-0.61604,-0.5635536,-0.64014345,-0.52652085,-0.86006
attn_0_0_outputs,1,-0.09299735,0.33375517,0.22204883,0.2986583,0.037723374
attn_0_0_outputs,2,0.9429712,0.20876107,0.47457042,0.33112645,-0.6592447
attn_0_0_outputs,3,0.8021432,0.40423983,0.1695663,0.4936188,0.20248592
attn_0_0_outputs,4,-0.47219557,-0.25179935,-0.26780108,-0.15861969,0.2413135
attn_0_0_outputs,</s>,1.4490725,-0.44522086,-0.5010644,-0.25917408,-0.62652236
attn_0_0_outputs,<pad>,-0.1870653,-0.27610573,-0.4585969,-0.19865459,-0.555317
attn_0_0_outputs,<s>,2.177149,-0.18601547,-0.466838,-0.0604257,-1.5358238
attn_0_0_outputs,_,0.17055103,-0.31356275,-0.12777546,0.13227738,-0.23275733
attn_0_0_outputs,_,0.38431832,-0.07180337,0.31186038,0.5462091,-0.111764155
attn_0_0_outputs,_,0.45395148,0.3754215,0.3579108,0.24906035,-0.087786645
attn_0_0_outputs,_,0.34112367,-0.014503988,0.5062624,0.2479134,0.31588763
attn_0_0_outputs,_,0.13863604,-0.14554055,0.042727277,0.083856925,-0.61307806
attn_0_0_outputs,_,-0.11602196,-0.48224795,0.30751342,-0.1372602,-0.2583929
attn_0_0_outputs,_,0.061017506,0.02385855,0.43247452,0.12439005,-0.3691784
attn_0_0_outputs,_,0.060549073,0.08903171,0.13763882,0.31012914,-0.41418096
attn_0_0_outputs,_,-0.051058073,-0.08318241,-0.053016115,-0.008891054,-0.3499684
attn_0_0_outputs,_,0.010875086,-0.34904742,0.10705168,0.13823265,-0.41417575
attn_0_0_outputs,_,0.36037087,-0.35834274,0.044119056,0.15879343,-0.2926083
attn_0_0_outputs,_,0.06624468,-0.29408863,-0.046971776,0.041916836,-0.4622921
attn_0_0_outputs,_,0.16875145,-0.3052993,0.119140476,0.14334144,-0.17391275
attn_0_0_outputs,_,0.34123206,0.35829845,0.44296205,0.25408456,0.15686119
attn_0_0_outputs,_,0.28508508,-0.0037901502,0.5338407,0.046515804,-0.21914992
attn_0_0_outputs,_,-0.25120652,0.073642455,0.17111243,0.24124806,-0.21721664
attn_0_0_outputs,_,0.28390986,-0.41040546,0.22690889,0.09374386,-0.11050062
attn_0_0_outputs,_,0.07621395,-0.41609347,0.13539591,0.13991772,-0.12055929
attn_0_0_outputs,_,0.15630123,0.1669247,0.29283538,0.050159346,-0.45482865
attn_0_0_outputs,_,-0.11434039,0.28432876,0.042540304,-0.10015229,-0.34298372
attn_0_0_outputs,_,0.12684281,-0.065699264,0.7726747,-0.25412396,0.06335599
attn_0_0_outputs,_,-0.055962104,0.058500994,-0.28428972,0.05240593,0.12531039
attn_0_0_outputs,_,0.072967775,-0.15479995,-0.10189341,0.45026067,0.28123862
attn_0_0_outputs,_,-0.096437216,-0.42512384,0.057437062,-1.0556542,-0.60319406
attn_0_0_outputs,_,0.03812296,0.24027458,0.13739684,0.18798162,0.083877325
