feature,value,0,1,2,3,4,5,<s>
attn_0_0_outputs,0,-0.15107009,0.022233395,0.11371107,0.03630486,0.18194911,0.45600995,1.0820081
attn_0_0_outputs,1,-0.1283896,0.88504654,0.1263628,0.13835442,-0.33998823,-0.119604245,-3.3826663
attn_0_0_outputs,2,0.21454027,-1.2780026,1.0375795,-0.15892105,-0.109231405,-0.027620347,-0.24017891
attn_0_0_outputs,3,0.6467805,-0.6258025,0.72900367,0.51988846,0.3691111,0.29183546,2.76932
attn_0_0_outputs,4,-0.069939636,0.638401,0.11080571,0.21335225,-0.232606,0.04524656,1.3020937
attn_0_0_outputs,5,0.63111246,-0.67251164,-0.8064353,0.29314283,0.49955204,0.38129523,0.40930095
attn_0_0_outputs,<pad>,0.10850424,-0.38388383,0.026737873,-0.18725237,-0.5067619,-0.045365833,0.75877243
attn_0_0_outputs,<s>,-0.30594578,-2.2190163,-0.53989446,-0.3118573,-0.25289655,0.020885002,5.2471585
attn_0_0_outputs,_,0.19060847,0.18575923,0.016535666,0.44938684,0.32947713,0.7083128,-0.79843545
attn_0_0_outputs,_,-0.11241601,0.5625808,0.1195208,0.1471664,-0.02622982,0.62600636,-0.5318257
attn_0_0_outputs,_,0.24775927,0.06756171,0.67076004,0.17250563,0.6547162,1.0390892,0.06317891
attn_0_0_outputs,_,-0.1290131,-0.15111552,-0.17267658,0.054587275,0.23749095,0.31187877,-0.23486368
attn_0_0_outputs,_,0.13620012,-0.4568179,0.5163408,0.301342,0.3685466,0.2332459,-0.24030764
attn_0_0_outputs,_,-0.2332531,-0.5356619,0.39171404,-0.023134686,0.41501075,-0.059547324,-0.29129058
attn_0_0_outputs,_,0.5346724,0.42491788,0.3165406,0.2881856,0.5929429,0.48890042,0.22749387
attn_0_0_outputs,_,-0.8503842,-0.10274193,-0.41374516,0.1387601,0.29972386,0.2377241,0.2910336
attn_0_0_outputs,_,-0.40516692,-0.44446427,-0.11610426,-0.28847727,0.14458533,0.37549266,0.0198304
attn_0_0_outputs,_,-0.16434532,0.32777032,-0.10617547,0.5772387,-0.06315507,-0.16865826,-0.032528564
attn_0_0_outputs,_,-0.26720452,-0.4637333,-0.27070218,-0.22338226,-0.109747194,-0.3445983,-0.1640482
attn_0_0_outputs,_,-0.49760306,0.3094375,0.23476227,0.31074494,0.37187055,0.24667323,0.39769426
attn_0_0_outputs,_,0.033278175,-0.076737426,0.24971096,-0.5356496,-0.7577206,0.67044127,0.34969798
attn_0_0_outputs,_,0.24118522,0.14660926,1.1706579,1.0816998,-0.75060165,-0.24542822,0.15472898
attn_0_0_outputs,_,0.28857085,-0.25281006,0.050809443,0.025751654,-0.45376682,-0.91061985,0.06177064
attn_0_0_outputs,_,1.1021571,0.41519988,0.58534205,-0.32060084,-0.60973454,-0.70869964,-0.0034572938
attn_0_0_outputs,_,0.26793543,0.16729614,0.036161,-0.026978388,-0.1872692,-0.30290052,0.31244662
attn_0_0_outputs,_,-0.22418344,0.2512905,1.1541215,-0.039835475,-0.9368897,-0.2735715,0.048351686
attn_0_0_outputs,_,0.72879285,0.25680065,-0.30476737,0.35052046,0.064665765,0.09035406,-0.3556073
attn_0_0_outputs,_,0.19911678,-1.0832808,0.9397321,-0.47482008,0.016251674,-0.35164014,0.17013629
attn_0_0_outputs,_,0.43606463,0.3762781,0.19431983,0.16365404,-0.49646956,0.22543736,0.5926161
attn_0_0_outputs,_,0.23525523,-0.13290037,0.06359652,-0.599812,0.30659264,-0.2632043,0.50369865
attn_0_1_outputs,0,0.69809926,0.11784507,0.23880677,0.24777158,0.28830984,0.15418035,0.17007229
attn_0_1_outputs,1,-0.086593255,0.34737754,-0.08876468,-0.025367705,0.13326058,-0.12756802,-0.22013658
attn_0_1_outputs,2,0.22602099,0.17927374,0.7892633,0.30995205,0.38455528,0.35509086,-0.14684394
attn_0_1_outputs,3,0.1063119,0.031186573,0.03132029,0.61156136,0.17059012,0.18227059,0.060219496
attn_0_1_outputs,4,0.017901065,-0.014356098,0.09546424,0.13353586,0.34203845,0.18972252,-0.16786382
attn_0_1_outputs,5,-0.045436762,-0.062204596,0.20163989,0.2895801,0.38942638,0.54066473,-0.11988913
attn_0_1_outputs,<pad>,-0.5290065,-0.27642477,0.11869323,0.04932513,0.17643365,-0.6473784,1.0183119
attn_0_1_outputs,<s>,-0.18968092,-0.6020584,-0.11425867,0.10449681,0.24726039,-0.009640185,0.26068863
attn_0_1_outputs,_,0.25657782,0.3176024,0.58075875,0.7368196,0.0036413323,-0.034760643,-0.9462901
attn_0_1_outputs,_,-0.101931125,-0.24968614,0.07968414,0.5144922,-0.09994139,-0.083402075,-0.5310122
attn_0_1_outputs,_,0.06884244,-0.21264592,0.62800604,0.51032907,0.20817779,0.5442287,-0.070903346
attn_0_1_outputs,_,-0.08871964,-0.7376864,0.12757295,0.09267069,-0.059012078,0.096746415,-0.1329779
attn_0_1_outputs,_,0.4500851,-0.006322109,0.30823967,0.6099909,0.41057256,0.10451942,-0.52791935
attn_0_1_outputs,_,0.0075455518,0.30033556,0.44535208,0.69340473,0.43864566,0.2568184,-0.13391197
attn_0_1_outputs,_,0.1871775,-0.36460456,0.15141737,0.4659632,0.6546038,0.17369281,-0.25078693
attn_0_1_outputs,_,-0.014970552,0.077982046,0.22773178,-0.17539306,0.22720502,-0.09715365,-0.06709942
attn_0_1_outputs,_,-0.13475034,-0.25342193,0.23720776,0.23491605,0.5541143,-0.23218557,-0.3058297
attn_0_1_outputs,_,-0.014470533,-0.4403405,0.036782708,0.34991705,0.33664727,-0.17112058,0.23250994
attn_0_1_outputs,_,-0.13862073,0.3947862,0.49711853,0.0607962,0.53588504,0.29291317,0.6264743
attn_0_1_outputs,_,-0.51059383,0.01651052,-0.049755953,-0.2195936,0.65023214,0.059940375,0.15981972
attn_0_1_outputs,_,0.30794278,-0.12228942,0.5357661,-0.56997347,-0.63713926,-0.05455648,-0.07335045
attn_0_1_outputs,_,0.314113,0.85101223,1.135484,0.1559561,-0.52969843,-0.24871816,-0.2399003
attn_0_1_outputs,_,0.485892,-0.14974892,0.25114396,-0.58694094,-0.9249694,0.25839528,0.9405337
attn_0_1_outputs,_,0.4462832,-0.7152219,0.68453526,-0.5090745,-0.17746972,-0.36585975,0.2639714
attn_0_1_outputs,_,0.15265761,-0.22479516,-0.37687805,-0.6870233,-0.023408074,0.4077168,-0.4408591
attn_0_1_outputs,_,-0.004355239,0.47101325,1.2657049,-0.18630289,-0.69360685,-0.74342823,0.20662406
attn_0_1_outputs,_,-0.017787019,-0.21760967,-0.25519776,0.36996433,0.09592411,-1.0192534,0.30356038
attn_0_1_outputs,_,0.15545484,0.0038940713,1.3640152,-0.03055171,0.34484333,-0.8616428,0.0807164
attn_0_1_outputs,_,-0.1799073,0.055367284,0.6448369,0.19264117,0.7928745,-0.67089194,0.32943058
attn_0_1_outputs,_,0.5036173,-0.74927413,-0.19791497,-0.9564902,-0.47862446,-0.7725374,0.62909156
attn_0_2_outputs,0,1.5571913,0.15499176,0.4273412,0.29253563,0.116599716,0.4824782,-3.0182645
attn_0_2_outputs,1,0.8362304,0.11938945,0.44227746,-0.28351483,-0.053108357,-0.030579487,0.51440215
attn_0_2_outputs,2,-1.8294679,1.5713865,0.6863312,-0.5971062,0.19768496,0.013943859,0.8108738
