feature,value,0,1,2,3,4,5,<s>
attn_0_0_outputs,0,1.9752755,-1.5196996,-0.46410728,-0.07284686,-0.3530425,-0.06344522,-5.901464
attn_0_0_outputs,1,-0.52253175,1.6253701,0.52309996,0.6288792,0.30567273,0.114271864,-5.7504587
attn_0_0_outputs,2,-0.47370234,-0.009982,0.2503346,0.43983656,0.022339003,-0.0320919,1.7350771
attn_0_0_outputs,3,-0.8569862,-0.20628227,-0.12880379,0.090791374,-0.27093434,-0.21496168,4.716433
attn_0_0_outputs,4,-0.69218254,-0.7631073,-0.39325893,-0.1305611,-0.11767158,0.026164014,3.1166196
attn_0_0_outputs,5,-0.8715906,0.124606185,-0.12906636,0.12928148,0.12141456,-0.24917004,0.47031254
attn_0_0_outputs,<pad>,-0.41929603,-0.56410766,-0.28462246,-0.6029574,-0.23688711,-0.36071128,1.1444507
attn_0_0_outputs,<s>,-0.744231,-2.08648,0.10565226,-0.15223758,-0.3906081,-0.426818,7.108161
attn_0_0_outputs,_,0.57049686,0.022242883,0.5672498,0.5926461,0.36511976,0.19438142,-0.9023186
attn_0_0_outputs,_,0.08785005,0.0705616,-0.1112496,0.29914063,0.72518444,0.05809761,-0.30264693
attn_0_0_outputs,_,0.37276012,0.37878105,0.07946002,0.29400417,0.47249642,0.3362701,-0.9274886
attn_0_0_outputs,_,0.66130924,0.40530607,0.26329482,0.35075718,0.3214842,-0.023948953,-1.0675546
attn_0_0_outputs,_,0.018261075,-0.05916372,-0.3700897,0.39730895,0.12705037,-0.30482152,-0.1779095
attn_0_0_outputs,_,-0.14197841,-0.07998953,0.12335432,0.38018185,0.32931852,-0.23739097,-0.18440822
attn_0_0_outputs,_,0.38451362,0.120629914,-0.055345774,0.82029444,0.4702053,0.31704062,-1.0109642
attn_0_0_outputs,_,0.40124798,0.4711273,0.21812345,0.25876188,0.36623234,-0.31272066,-0.68373466
attn_0_0_outputs,_,0.65107846,0.5025115,0.27401134,0.3615876,0.24231716,0.18804823,-1.0368538
attn_0_0_outputs,_,0.22927423,0.044899613,-0.3101789,0.44228464,0.5762511,0.2044176,-0.6787918
attn_0_0_outputs,_,0.61845136,0.27047268,-0.42268375,0.678938,0.13076533,-0.21388227,-0.43817386
attn_0_0_outputs,_,0.11129538,0.058609653,0.14857772,0.54782224,0.34650606,-0.038874395,-0.75757974
attn_0_0_outputs,_,0.33476648,0.55086064,-0.41194296,0.1768101,0.10186816,0.57513005,-0.44090632
attn_0_0_outputs,_,0.3687851,0.20584157,0.17172667,-0.10372898,-0.20846619,0.021469133,-0.50521106
attn_0_0_outputs,_,-0.33246475,0.25439212,0.123297,0.1486514,-0.15587564,0.17949444,0.10153275
attn_0_0_outputs,_,0.06969322,0.20507939,-0.2883041,-0.028656427,0.115193754,-0.06805561,-0.6261473
attn_0_0_outputs,_,-0.24494682,0.24139819,-0.36646727,0.43724695,-0.28345093,0.08973444,-0.5345165
