epoch,epoch_loss,split,loss,acc,sample_fn
0,1.3351327,train,1.224082,0.4721027037067488,gumbel_soft
0,1.3351327,val,1.2379502,0.47197970051583393,gumbel_soft
0,1.3351327,test,1.0323209,0.5627643159218196,gumbel_soft
1,1.2144532,train,1.21217,0.47296140998352626,gumbel_soft
1,1.2144532,val,1.2174453,0.47291454518137654,gumbel_soft
1,1.2144532,test,0.9964546,0.5628643273516973,gumbel_soft
2,1.2017883,train,1.1835206,0.47040051644178915,gumbel_soft
2,1.2017883,val,1.1862873,0.47753868754486417,gumbel_soft
2,1.2017883,test,0.9918661,0.5336181277860327,gumbel_soft
3,1.1710035,train,1.1686066,0.4766276594772854,gumbel_soft
3,1.1710035,val,1.1588707,0.48121129158806736,gumbel_soft
3,1.1710035,test,1.0754224,0.5408618127786032,gumbel_soft
4,1.1510345,train,1.1468294,0.4799954933145758,gumbel_soft
4,1.1510345,val,1.1335182,0.4811111296596164,gumbel_soft
4,1.1510345,test,1.128285,0.5348039775974397,gumbel_soft
5,1.1708046,train,1.1655527,0.47675250684376724,gumbel_soft
5,1.1708046,val,1.1560191,0.47526835049997496,gumbel_soft
5,1.1708046,test,1.0945204,0.49595668076351584,gumbel_soft
6,1.1659454,train,1.2133409,0.4687744556198063,gumbel_soft
6,1.1659454,val,1.1772403,0.47024356042268334,gumbel_soft
6,1.1659454,test,1.1658721,0.5458409532518002,gumbel_soft
7,1.1820191,train,1.1440488,0.5058541234649103,gumbel_soft
7,1.1820191,val,1.1243445,0.5112264828138824,gumbel_soft
7,1.1820191,test,1.1134149,0.5172662590010287,gumbel_soft
8,1.1270082,train,1.1622226,0.4633207572449536,gumbel_soft
8,1.1270082,val,1.1613564,0.46384989065656146,gumbel_soft
8,1.1270082,test,1.0972152,0.5337752886044119,gumbel_soft
9,1.1238,train,1.1458303,0.46467276287222026,gumbel_soft
9,1.1238,val,1.151076,0.46615361501093433,gumbel_soft
9,1.1238,test,1.1019148,0.5244027888901589,gumbel_soft
10,1.121014,train,1.1590354,0.4736404578548786,gumbel_soft
10,1.121014,val,1.148561,0.4755855299400698,gumbel_soft
10,1.121014,test,1.1858112,0.5348325522916905,gumbel_soft
11,1.1228243,train,1.0951369,0.5145355830219762,gumbel_soft
11,1.1228243,val,1.0895423,0.5235630936680967,gumbel_soft
11,1.1228243,test,1.1597115,0.5233812435706938,gumbel_soft
12,1.0968066,train,1.1010749,0.4837439593667498,gumbel_soft
12,1.0968066,val,1.0940005,0.4819791997061917,gumbel_soft
12,1.0968066,test,1.0883752,0.5297391130414905,gumbel_soft
13,1.0930537,train,1.104436,0.504517343126239,gumbel_soft
13,1.0930537,val,1.0797583,0.5131796404186768,gumbel_soft
13,1.0930537,test,1.1932962,0.5300677220253743,gumbel_soft
14,1.1017907,train,1.0739628,0.5051507151318053,gumbel_soft
14,1.1017907,val,1.0588292,0.5107423668263693,gumbel_soft
14,1.1017907,test,1.1063708,0.5333895302320265,gumbel_soft
15,1.0912694,train,1.0893028,0.4802756386247301,gumbel_soft
15,1.0912694,val,1.0856,0.4815785519923877,gumbel_soft
15,1.0912694,test,1.1533881,0.5409546805349182,gumbel_soft
16,1.0830028,train,1.0733947,0.5180343543411865,gumbel_soft
16,1.0830028,val,1.0637896,0.5214096122064004,gumbel_soft
16,1.0830028,test,1.0737293,0.5293962167104812,gumbel_soft
17,1.0793606,train,1.0955782,0.49706913194539604,gumbel_soft
17,1.0793606,val,1.0916721,0.5015608567183614,gumbel_soft
17,1.0793606,test,1.0314217,0.5223811292719168,gumbel_soft
18,1.0973607,train,1.0674058,0.5113656779364253,gumbel_soft
18,1.0973607,val,1.0464883,0.5222609885982338,gumbel_soft
18,1.0973607,test,1.2022661,0.5343610698365527,gumbel_soft
19,1.089232,train,1.0669618,0.5095416883627029,gumbel_soft
19,1.089232,val,1.0431576,0.5165851459860107,gumbel_soft
19,1.089232,test,1.206499,0.5386329866270431,gumbel_soft
20,1.083214,train,1.1112808,0.5065392614517008,gumbel_soft
20,1.083214,val,1.096248,0.5163681284743669,gumbel_soft
20,1.083214,test,1.0612661,0.5330109155332038,gumbel_soft
21,1.0834901,train,1.1363522,0.46951440464554006,gumbel_soft
21,1.0834901,val,1.0933212,0.4772215081047694,gumbel_soft
21,1.0834901,test,1.2669219,0.5475054291919077,gumbel_soft
22,1.0850931,train,1.0768638,0.5170355754093319,gumbel_soft
22,1.0850931,val,1.0436203,0.5249987479758944,gumbel_soft
22,1.0850931,test,1.2563041,0.5348254086181278,gumbel_soft
23,1.0827807,train,1.0657806,0.5274192222313574,gumbel_soft
23,1.0827807,val,1.050608,0.5363170458908569,gumbel_soft
23,1.0827807,test,1.0897295,0.533168076351583,gumbel_soft
24,1.0769176,train,1.0832129,0.4851994969564648,gumbel_soft
24,1.0769176,val,1.0518117,0.4950336377143048,gumbel_soft
24,1.0769176,test,1.1149011,0.5305106297862613,gumbel_soft
25,1.0807279,train,1.0847889,0.5078729967326531,gumbel_soft
25,1.0807279,val,1.0532944,0.5130627848354841,gumbel_soft
25,1.0807279,test,1.1348408,0.5308463824437079,gumbel_soft
26,1.0743204,train,1.0749779,0.5251445641152128,gumbel_soft
26,1.0743204,val,1.0520916,0.5364505951287916,gumbel_soft
26,1.0743204,test,1.1167217,0.5325680077723168,gumbel_soft
27,1.0646608,train,1.0605328,0.5220721008766721,gumbel_soft
27,1.0646608,val,1.0418389,0.5304074921122481,gumbel_soft
27,1.0646608,test,1.0273561,0.5314321636758487,gumbel_soft
28,1.0715091,train,1.0701697,0.4906166546386887,gumbel_soft
28,1.0715091,val,1.0508037,0.4967530841527136,gumbel_soft
28,1.0715091,test,1.0571983,0.5311392730597783,gumbel_soft
29,1.0730283,train,1.0763253,0.47865262286046634,gumbel_soft
29,1.0730283,val,1.0514208,0.48672019765287217,gumbel_soft
29,1.0730283,test,1.1732724,0.5367542004800548,gumbel_soft
30,1.0854145,train,1.0978428,0.487678173939787,gumbel_soft
30,1.0854145,val,1.0934637,0.4890740029714705,gumbel_soft
30,1.0854145,test,1.0764484,0.5298534118184935,gumbel_soft
31,1.07154,train,1.0792818,0.5210002405595598,gumbel_soft
31,1.07154,val,1.054678,0.5297564395773167,gumbel_soft
31,1.07154,test,1.0468549,0.5344325065721797,gumbel_soft
32,1.0683835,train,1.0560056,0.526475254338446,gumbel_soft
32,1.0683835,val,1.0352793,0.5339632405722585,gumbel_soft
32,1.0683835,test,1.1015428,0.5316250428620414,gumbel_soft
33,1.0641006,train,1.125192,0.5096878511332182,gumbel_soft
33,1.0641006,val,1.0969402,0.5203579119576649,gumbel_soft
33,1.0641006,test,1.1285447,0.5308821008115213,gumbel_soft
34,1.0737841,train,1.0796474,0.48008379998842876,gumbel_soft
34,1.0737841,val,1.0599401,0.4877385105921239,gumbel_soft
34,1.0737841,test,1.142576,0.5374114184478226,gumbel_soft
35,1.0677972,train,1.0509171,0.5257870712939364,gumbel_soft
35,1.0677972,val,1.0284023,0.5296562776488657,gumbel_soft
35,1.0677972,test,1.0744944,0.5319679391930506,gumbel_soft
36,1.0721444,train,1.061974,0.5264295784726599,gumbel_soft
36,1.0721444,val,1.0467771,0.5338797722985493,gumbel_soft
36,1.0721444,test,1.0807003,0.5328966167562007,gumbel_soft
37,1.0607265,train,1.0769575,0.521758459931608,gumbel_soft
37,1.0607265,val,1.0506481,0.5228452665141979,gumbel_soft
37,1.0607265,test,1.1123091,0.534518230654932,gumbel_soft
38,1.0651926,train,1.0997193,0.5221695427236823,gumbel_soft
38,1.0651926,val,1.0715089,0.530524347695441,gumbel_soft
38,1.0651926,test,1.1284112,0.53416819065036,gumbel_soft
39,1.0723517,train,1.0884241,0.5160367964774772,gumbel_soft
39,1.0723517,val,1.0655639,0.5211592073852729,gumbel_soft
39,1.0723517,test,1.0472511,0.5305820665218882,gumbel_soft
40,1.0745027,train,1.0988822,0.4730801672345699,gumbel_soft
40,1.0745027,val,1.1007982,0.4768375540457072,gumbel_soft
40,1.0745027,test,1.0964085,0.5224382786604184,gumbel_soft
41,1.0738,train,1.0903684,0.4725685975377663,gumbel_soft
41,1.0738,val,1.0834608,0.47735505734270406,gumbel_soft
41,1.0738,test,1.0952036,0.5217596296719625,gumbel_soft
42,1.0687952,train,1.0783213,0.4929948447172816,gumbel_soft
42,1.0687952,val,1.072251,0.4951004123332721,gumbel_soft
42,1.0687952,test,1.0443323,0.5207523716996229,gumbel_soft
43,1.070966,train,1.0569159,0.5143193839239223,gumbel_soft
43,1.070966,val,1.0512968,0.52104235180208,gumbel_soft
43,1.070966,test,1.0688782,0.5299534232483712,gumbel_soft
44,1.0683342,train,1.060907,0.5191518905240848,gumbel_soft
44,1.0683342,val,1.0450927,0.522144133015041,gumbel_soft
44,1.0683342,test,1.0496072,0.5314821693907875,gumbel_soft
45,1.0733724,train,1.0577747,0.5064570448932859,gumbel_soft
45,1.0733724,val,1.0441664,0.5133799642755789,gumbel_soft
45,1.0733724,test,1.0892243,0.5344182192250543,gumbel_soft
46,1.0711571,train,1.0587589,0.5071269575914812,gumbel_soft
46,1.0711571,val,1.0421565,0.5174699096873279,gumbel_soft
46,1.0711571,test,1.0730615,0.5328323236941365,gumbel_soft
47,1.0628631,train,1.0711633,0.5180282642257484,gumbel_soft
47,1.0628631,val,1.0455889,0.5281538487221007,gumbel_soft
47,1.0628631,test,1.0407972,0.526610184021031,gumbel_soft
48,1.067076,train,1.0603977,0.5106257289106915,gumbel_soft
48,1.067076,val,1.0474797,0.5153331218803733,gumbel_soft
48,1.067076,test,1.0557983,0.5295962395702366,gumbel_soft
49,1.0610878,train,1.0559335,0.5083388905636707,gumbel_soft
49,1.0610878,val,1.0410643,0.5145485201075072,gumbel_soft
49,1.0610878,test,1.0876484,0.5325251457309407,gumbel_soft
50,1.0659157,train,1.0811852,0.520436904881532,gumbel_soft
50,1.0659157,val,1.0566818,0.5276697327345876,gumbel_soft
50,1.0659157,test,1.1165767,0.5323108355240599,gumbel_soft
51,1.0705514,train,1.0676906,0.5188778353293687,gumbel_soft
51,1.0705514,val,1.0528073,0.5275361834966529,gumbel_soft
51,1.0705514,test,1.0543152,0.5317822036804206,gumbel_soft
52,1.0706415,train,1.0687015,0.5098705545963623,gumbel_soft
52,1.0706415,val,1.0471036,0.5155501393920171,gumbel_soft
52,1.0706415,test,1.065398,0.5305534918276374,gumbel_soft
53,1.0678704,train,1.0731214,0.522815094960125,gumbel_soft
53,1.0678704,val,1.0418715,0.5305076540406991,gumbel_soft
53,1.0678704,test,1.0786507,0.5280603497542576,gumbel_soft
54,1.0679133,train,1.0700991,0.49937119558101223,gumbel_soft
54,1.0679133,val,1.0540816,0.5072033120211008,gumbel_soft
54,1.0679133,test,1.0918597,0.5289604526231569,gumbel_soft
55,1.0643979,train,1.0584704,0.5173644416429913,gumbel_soft
55,1.0643979,val,1.0418124,0.525332621070731,gumbel_soft
55,1.0643979,test,1.0645019,0.5295819522231112,gumbel_soft
56,1.0618122,train,1.0577068,0.5148553140824784,gumbel_soft
56,1.0618122,val,1.027966,0.5209755771831127,gumbel_soft
56,1.0618122,test,1.0714128,0.528446108126643,gumbel_soft
57,1.0693823,train,1.06107,0.5180160839948721,gumbel_soft
57,1.0693823,val,1.0391428,0.5289384504949669,gumbel_soft
57,1.0693823,test,1.0786047,0.5300177163104355,gumbel_soft
58,1.063732,train,1.11654,0.4895935152450815,gumbel_soft
58,1.063732,val,1.0946572,0.5032469158472864,gumbel_soft
58,1.063732,test,1.0688071,0.5200808663847297,gumbel_soft
59,1.0751005,train,1.08396,0.5210611417139411,gumbel_soft
59,1.0751005,val,1.0535439,0.5283374789242609,gumbel_soft
59,1.0751005,test,1.1003131,0.5292319122185393,gumbel_soft
60,1.0686598,train,1.0671477,0.5024680192813055,gumbel_soft
60,1.0686598,val,1.0452224,0.5072033120211008,gumbel_soft
