feature,value,0,1,2,3,4,5,<s>
attn_0_0_outputs,0,0.404821,-0.2028219,-0.23839998,0.81708616,0.13773754,-0.21221584,-1.3101269
attn_0_0_outputs,1,0.0036339127,1.1286494,-0.09183203,-0.95578164,-0.40268776,-0.8657015,-0.27193522
attn_0_0_outputs,2,0.43065903,-0.008119927,0.81322014,-0.09048444,0.02437129,-0.38301295,-1.4765359
attn_0_0_outputs,3,0.11508414,-0.15245967,-0.26255336,0.99984545,-0.103912294,-0.22669512,0.1406028
attn_0_0_outputs,4,0.12588936,-0.24181534,-0.35860145,0.69537044,-0.18510106,-0.17421967,0.2154228
attn_0_0_outputs,5,-0.100574,-0.49812418,0.25900438,-0.7497037,-0.2459383,0.91371953,-0.825352
attn_0_0_outputs,<pad>,-0.30990908,-0.20650883,-0.2798873,-0.20814872,-0.46163028,-0.15406327,0.1390897
attn_0_0_outputs,<s>,-0.1362419,0.2492195,0.06399523,0.47333467,-0.4905636,-0.37690556,-0.34732264
attn_0_0_outputs,_,0.08243163,-0.047441505,-0.2566546,-0.11515431,0.030152043,0.118841976,-0.30542314
attn_0_0_outputs,_,0.19975899,-0.40975127,0.049483977,-0.09886653,0.59639335,0.16474198,-0.13226774
attn_0_0_outputs,_,-0.12724462,-0.83267444,-0.21125819,0.2473295,-0.041604646,0.00010232301,0.36725506
attn_0_0_outputs,_,0.088934116,0.112920605,0.1354301,0.46360233,0.47435656,0.15063572,0.7351885
attn_0_0_outputs,_,0.333158,-0.96331394,-0.2740412,0.07225008,0.2448431,-0.056809273,0.22250155
attn_0_0_outputs,_,-0.54212254,0.33272573,0.13735217,0.59192157,-0.23462291,0.060291123,-0.45625734
attn_0_0_outputs,_,-0.21870926,-0.5744598,-0.14218928,0.45308524,-0.4230937,0.12862557,0.88940066
attn_0_0_outputs,_,-0.4968788,-0.74349236,0.15192889,0.5200223,0.03806459,-0.122041546,0.11302418
attn_0_0_outputs,_,-0.56739193,0.09309231,-0.80905205,-0.09357756,-0.2164324,0.51860666,0.7601004
attn_0_0_outputs,_,1.2161589,0.10666276,-0.3147911,-0.03994204,0.6190161,-0.51218265,0.36439794
attn_0_0_outputs,_,-0.3064526,-0.27713028,-0.5507493,0.81136763,-0.075954035,0.07769077,-0.1139208
attn_0_0_outputs,_,-0.104565516,-0.83925927,0.045055944,0.3767482,-0.47552165,-0.672768,-0.05264763
attn_0_1_outputs,0,0.21069677,0.6159633,-0.45172027,-0.6218632,0.5351805,0.25118443,-1.3683283
attn_0_1_outputs,1,-0.12510127,0.31755188,-0.8396904,-0.3594841,-0.36637363,-0.32663995,0.09021656
attn_0_1_outputs,2,-0.1329483,0.44431612,0.5877793,-0.2611405,-0.20577326,0.21320914,4.3161197
attn_0_1_outputs,3,1.0867338,0.17466862,-0.16974065,1.6338198,0.44664186,0.034761906,-9.436449
attn_0_1_outputs,4,-0.5067776,-0.16756696,-0.034988474,-0.7797535,-0.03769768,-0.17643534,1.1286962
attn_0_1_outputs,5,0.34434235,0.103828944,0.49244648,-0.0035541595,-0.15469162,-0.10781701,-0.2492468
attn_0_1_outputs,<pad>,-0.18853661,0.07223286,0.021768978,0.3435791,-0.3399389,0.44632125,0.50809205
attn_0_1_outputs,<s>,-0.21998113,0.01987282,-0.23958375,-0.43956894,-0.63467866,-0.060987353,1.4974691
attn_0_1_outputs,_,-0.47799838,0.46729147,-0.1963781,0.33341908,-0.22833239,0.059724685,-0.5958839
attn_0_1_outputs,_,-0.14269106,-0.2892624,0.43356323,0.3208992,-0.14200217,0.71333766,0.019825213
attn_0_1_outputs,_,0.37771973,0.29219738,0.64426494,-0.23691036,0.7907588,0.25853676,-0.33051285
attn_0_1_outputs,_,0.39169157,-0.12154644,-0.22297753,-0.2870994,-0.15024777,-0.10133594,-0.36627278
attn_0_1_outputs,_,0.261936,-0.106980264,-0.29137993,-0.44808733,0.6365562,-0.35878253,-1.1040407
attn_0_1_outputs,_,-0.09176542,0.21545126,-0.13824461,-0.28003395,0.34687164,0.14534412,-0.18952666
attn_0_1_outputs,_,-0.19331622,-0.2672788,0.4732719,-0.3513079,0.28988755,-0.6418504,0.3333429
attn_0_1_outputs,_,-0.2759744,0.44993356,-0.5160971,-0.30617416,0.7137462,-0.91551566,0.17982791
attn_0_1_outputs,_,-0.49018863,0.272216,-0.50324523,0.14228298,0.1104485,0.62642705,0.5287123
attn_0_1_outputs,_,1.308517,-0.848442,0.006553018,0.5942686,-0.25436395,-0.48385555,-0.06686581
attn_0_1_outputs,_,-0.48454544,-0.16263758,-0.12050855,0.86306006,-0.072026506,-0.8245162,0.11979246
attn_0_1_outputs,_,-0.39931938,-0.4889719,-0.18596275,-0.17340448,-0.19330539,-0.3312686,0.0076824115
