feature,value,0,1,2,3,4
attn_0_0_outputs,0,-0.24716085,-0.12631096,0.4393765,0.49665573,0.57793754
attn_0_0_outputs,1,-1.2832893,-0.5506424,0.06265387,0.09495484,0.24653341
attn_0_0_outputs,2,-1.4199524,-0.6028584,0.5086535,-0.07033433,-0.24851348
attn_0_0_outputs,3,-1.68279,-0.85182995,0.30953622,0.6376764,0.5284441
attn_0_0_outputs,4,-1.7127068,-0.81095284,0.28803086,0.7418601,1.7601181
attn_0_0_outputs,</s>,-2.2054791,-1.5327294,0.03767247,1.2373558,2.835304
attn_0_0_outputs,<pad>,-0.4128005,-0.23288697,-0.82242024,2.0644054,0.14005396
attn_0_0_outputs,<s>,-3.0293922,-1.4896973,0.41917256,1.3770427,2.0684767
attn_0_0_outputs,_,-1.8077422,0.6491384,-0.47815502,1.5032185,-0.22935808
attn_0_0_outputs,_,-1.5539618,0.47469658,-0.29881066,1.6726612,0.21054365
attn_0_0_outputs,_,-1.7581463,0.26038998,0.32208517,1.4109616,-0.98225003
attn_0_0_outputs,_,-1.3177843,0.43329236,1.2407982,1.2504399,-0.9932562
attn_0_0_outputs,_,0.15560964,-0.64231896,0.063078165,0.043197118,-0.41525054
attn_0_0_outputs,_,0.5112216,0.23205154,0.1580853,0.36838955,-0.096845835
attn_0_0_outputs,_,-1.5358295,0.7876665,-1.0070953,1.439378,-1.1316016
attn_0_0_outputs,_,0.13104075,-0.84014964,0.2171673,0.42973915,0.384324
attn_0_0_outputs,_,0.66252744,0.4044203,-0.2271434,1.8543216,-1.4402325
attn_0_0_outputs,_,1.178783,0.27613533,-0.3747945,-0.22742385,0.49819425
attn_0_0_outputs,_,0.6579561,-1.5516245,1.2028561,1.8733765,0.039824206
attn_0_0_outputs,_,-0.24051437,-2.4827323,0.87099105,1.35266,-0.78021234
attn_0_0_outputs,_,0.33681855,0.4125112,-0.29835004,-0.5298592,-0.27704373
attn_0_0_outputs,_,0.27947423,-2.416534,1.0016524,1.1834843,-1.9258009
attn_0_0_outputs,_,0.5785107,-1.2296363,-1.3139228,1.5916247,0.95126295
attn_0_0_outputs,_,0.3656764,-0.44573689,-0.74072754,1.0883914,-1.1360087
attn_0_0_outputs,_,0.2824879,-2.3630133,-1.7950938,1.5050894,-1.2565167
attn_0_0_outputs,_,-0.06378327,-1.2723912,-1.9175013,0.67044604,-1.7191105
attn_0_0_outputs,_,0.29052642,-1.4895761,0.35137066,1.233003,-1.0501798
attn_0_0_outputs,_,-0.211134,-0.9430408,-0.032457698,1.4806243,-0.38422078
attn_0_0_outputs,_,0.047417387,0.18416324,-0.24456881,0.10564157,-0.7105396
attn_0_0_outputs,_,0.27560973,0.1500417,-1.7519232,1.3103068,-1.5927886
attn_0_0_outputs,_,-0.28110987,-0.3738645,-0.6635891,1.3010832,-1.0154052
attn_0_0_outputs,_,-0.32318014,0.8535503,-0.54971224,0.029632583,-0.5615201
attn_0_0_outputs,_,-0.5235694,-0.24182849,-1.6529703,0.7964864,-0.530467
attn_0_0_outputs,_,-1.0152191,-1.3106344,0.36615914,0.11826819,-0.31405646
attn_0_0_outputs,_,-0.7033889,0.51843107,0.04117576,1.3019063,-2.1969168
attn_0_0_outputs,_,-0.60567003,0.009438541,0.797629,0.25698936,-1.9798353
attn_0_0_outputs,_,-0.7481221,0.23684862,0.6073489,0.08972096,-0.24719846
attn_0_0_outputs,_,-0.37121215,-0.66506976,0.18429643,-0.9368217,0.7858733
attn_0_0_outputs,_,-1.4558889,0.3416007,1.1741625,-0.9237237,0.89110935
attn_0_0_outputs,_,-1.1514089,0.9018071,0.14063108,-0.9033351,0.64570665
attn_0_0_outputs,_,-0.11220596,-0.4752368,0.08718462,0.3570351,0.67223585
attn_0_0_outputs,_,0.13961084,-0.731355,-0.30076063,0.1323787,0.43328953
attn_0_0_outputs,_,-0.23894012,-0.3911791,0.07402322,-0.6949705,0.7563288
attn_0_0_outputs,_,-0.051239654,-0.2074933,-0.6891281,1.0386614,-0.07747483
attn_0_0_outputs,_,0.33537498,0.4175062,-1.1630322,0.0383114,0.64833707
attn_0_0_outputs,_,0.35643795,-0.8974322,0.5342259,0.17695343,-0.14270033
attn_0_0_outputs,_,-0.13559675,0.024997823,0.40241876,-0.12684952,0.23261426
attn_0_0_outputs,_,-0.18355829,-0.064808786,-0.14961718,0.086735316,0.15692438
attn_0_0_outputs,_,-0.5448786,-0.30172604,0.26155984,0.3574269,1.220665
attn_0_0_outputs,_,-0.5852833,-0.34960225,0.09345553,-0.01949475,0.57799697
attn_0_1_outputs,0,-0.8058546,-0.08652624,0.33582145,0.20421612,0.3573512
attn_0_1_outputs,1,-1.3769253,-0.31508347,0.13175249,0.010003147,0.22827712
attn_0_1_outputs,2,-1.5959926,-0.23022889,0.81710243,-0.05531382,-0.17207901
attn_0_1_outputs,3,-1.7068245,-0.5753367,0.5502505,0.8685166,0.7711851
attn_0_1_outputs,4,-1.7271434,-0.4936593,0.5333974,0.81464684,1.9576426
attn_0_1_outputs,</s>,-2.4077199,-0.644161,0.2393764,0.9557625,1.8871658
attn_0_1_outputs,<pad>,-0.28352153,-0.4432927,-0.43864328,0.467423,0.8553854
attn_0_1_outputs,<s>,-3.556817,-2.0203085,-0.49373177,0.6146389,1.5393201
attn_0_1_outputs,_,-0.75076145,-0.33132666,-0.24827515,-0.24400055,0.49735293
attn_0_1_outputs,_,0.5633246,0.34240878,0.5225051,-0.027350692,-0.7461356
attn_0_1_outputs,_,0.97301686,0.3836716,0.13494341,-0.1298696,0.2912436
attn_0_1_outputs,_,0.2504149,0.5154055,0.33705288,-0.3281752,-0.46565574
attn_0_1_outputs,_,-0.04892676,-0.20776187,-0.014215729,-0.30456513,0.14582136
attn_0_1_outputs,_,1.1025553,0.13809542,-0.09816304,-0.050350327,0.12537073
attn_0_1_outputs,_,0.61204106,0.46571085,0.047076542,-0.25836116,-0.8861457
attn_0_1_outputs,_,0.9093055,0.3862603,-0.35708386,-1.0805211,0.3129236
attn_0_1_outputs,_,1.2385846,0.06020727,0.2880897,-0.27693012,0.16234876
attn_0_1_outputs,_,0.95807916,0.44746792,-0.1359459,0.11406302,0.64865494
attn_0_1_outputs,_,0.22073881,0.22076142,0.37457144,0.15724048,-0.41542268
attn_0_1_outputs,_,0.6895809,0.029669935,0.22067161,-0.75651485,-0.10450854
attn_0_1_outputs,_,0.83628166,1.374051,0.5058166,-0.14022627,-0.11171728
attn_0_1_outputs,_,-0.080449216,0.21239586,0.50507224,-0.5226164,-0.35028467
attn_0_1_outputs,_,0.50050443,-0.38506666,-0.11110896,-0.30612746,-0.1363515
attn_0_1_outputs,_,0.59600794,0.09588649,-0.11267221,-0.76310825,-0.35137564
attn_0_1_outputs,_,0.663205,-0.02949675,0.5199449,-0.42470574,-1.2048074
attn_0_1_outputs,_,1.0177846,0.0016123331,0.12577575,-0.68001306,-0.45049924
attn_0_1_outputs,_,0.35124782,-0.86501116,0.44265383,-0.45716032,-0.8772509
attn_0_1_outputs,_,0.5771087,0.55380464,0.4384207,-0.27755287,-0.9757546
attn_0_1_outputs,_,0.5472845,-0.3113797,0.122662574,-0.5769696,-0.564588
attn_0_1_outputs,_,-0.1142242,-0.22195017,0.12594435,-0.29371902,-0.67067915
attn_0_1_outputs,_,0.574497,-0.27347195,0.66003394,-0.5898177,-0.123676315
attn_0_1_outputs,_,0.9300806,-0.2545868,0.6928641,0.44092003,-1.3382497
attn_0_1_outputs,_,0.11882416,-0.06816659,0.5136139,0.07231252,-1.255421
attn_0_1_outputs,_,0.6043579,0.48064643,1.3762785,0.4122032,-1.8823544
attn_0_1_outputs,_,0.100541934,0.4300729,-0.1525328,0.29508457,-1.0350784
attn_0_1_outputs,_,-0.053385608,0.46179664,0.5239085,0.585132,-1.2176306
attn_0_1_outputs,_,-0.39015144,0.39807835,0.27804905,-0.12666428,-1.8158267
attn_0_1_outputs,_,0.22064996,0.6108578,0.41120356,0.6800164,-0.5085532
attn_0_1_outputs,_,-0.5237328,-0.0075390404,1.2731259,0.073438615,-0.70526755
attn_0_1_outputs,_,-0.015729757,0.54706705,0.4097679,0.56943,-0.6886922
attn_0_1_outputs,_,-0.13194957,0.07483366,-0.024587858,0.28106454,0.8038744
attn_0_1_outputs,_,-0.6943774,-0.9867985,-0.0007719471,0.060770147,0.16278821
attn_0_1_outputs,_,0.42655206,-0.3887307,0.6512275,0.6335804,0.17559251
attn_0_1_outputs,_,-1.0738618,-0.6408265,0.30726886,-0.3760582,0.6933937
attn_0_1_outputs,_,-0.31879073,-0.35518742,0.09918658,0.20994873,0.09453782
attn_0_1_outputs,_,0.53482395,-0.26224238,0.046355918,0.4089999,0.54431444
attn_0_1_outputs,_,-0.7322111,-0.45256326,0.025964905,-0.43469623,0.21264988
attn_0_1_outputs,_,-0.74549323,0.27051476,0.2290053,-0.3714873,0.18894328
attn_0_1_outputs,_,0.027678238,-0.15195478,0.32174674,0.2035672,1.1187253
attn_0_1_outputs,_,0.16840614,0.011221002,0.10334878,-0.24811225,0.17593783
attn_0_2_outputs,0,0.36963913,-1.3126104,-0.599103,-0.27957478,-0.10088215
attn_0_2_outputs,1,-0.26875597,1.007856,0.010094647,-0.24804324,-0.45462933
attn_0_2_outputs,2,-2.5948498,-0.8767614,0.31025723,0.72495794,0.8102071
attn_0_2_outputs,3,-1.5840187,-0.53430325,0.54027414,1.1788485,1.2873718
attn_0_2_outputs,4,-2.3175519,-0.6323862,0.2810337,0.91926,1.2958115
attn_0_2_outputs,</s>,-2.136366,-0.15884975,0.9784958,1.1044829,1.0803757
attn_0_2_outputs,<pad>,-1.1541244,-0.15572836,0.53832304,0.8408071,0.99422365
attn_0_2_outputs,<s>,-2.1443746,-0.28473854,1.0362463,1.4100869,1.1745387
attn_0_2_outputs,_,0.105639026,0.1807811,0.12087949,0.5114335,0.16490474
attn_0_2_outputs,_,0.14386499,0.6088874,0.05142225,0.48699385,0.5146421
attn_0_2_outputs,_,0.11652677,0.12711991,-0.3900679,0.3195553,-0.68579537
attn_0_2_outputs,_,-0.62558436,0.8403851,0.30003342,-1.0685833,0.07176616
attn_0_2_outputs,_,0.31617215,-0.22104101,-0.47832623,-0.21908656,-0.26608005
attn_0_2_outputs,_,-0.47589716,1.2755047,-0.48229712,-0.08931454,0.21007322
attn_0_2_outputs,_,-0.5769922,0.044904742,-0.8852865,-0.27761534,0.7518613
attn_0_2_outputs,_,0.39952695,0.3179674,-0.50032115,-0.52925545,-0.3017502
attn_0_2_outputs,_,0.28483185,1.3106973,-0.67232645,0.4102605,0.7443034
attn_0_2_outputs,_,1.0582962,0.57071584,-0.8259618,-0.24121611,-0.069685295
attn_0_2_outputs,_,0.21093363,1.1196599,0.013911866,-0.14444296,0.11984429
attn_0_2_outputs,_,0.66197217,0.1988849,-0.3285119,-0.18309242,-0.23689519
attn_0_2_outputs,_,0.3012312,0.23001136,-0.36947817,0.29547536,-0.23217428
attn_0_2_outputs,_,-0.07408987,0.33041024,0.25515363,-0.12808484,-0.46715474
attn_0_2_outputs,_,0.78090954,-0.33859017,-0.9840658,-0.69661194,0.10862097
attn_0_2_outputs,_,0.6955883,1.2740526,-0.7475814,-0.23052408,0.016071344
attn_0_2_outputs,_,0.12817515,0.7039931,-0.17713518,-0.2588692,-0.044616193
attn_0_2_outputs,_,0.6525838,-0.21560825,-0.019739106,-0.0705111,-0.73536855
attn_0_2_outputs,_,-0.011844891,0.32086885,-0.8286353,0.2957926,-0.41852075
attn_0_2_outputs,_,0.08147916,0.43256113,0.08133269,0.14979546,-0.9211345
attn_0_2_outputs,_,0.1311713,-0.1963766,-0.16358817,-0.37428364,-1.4120252
attn_0_2_outputs,_,-0.7014358,-0.43690243,-0.1317407,0.27908644,-0.70299876
attn_0_2_outputs,_,0.6787978,0.22680573,0.25234032,0.10715354,-0.98988605
attn_0_2_outputs,_,0.0887867,-0.20348306,0.35537234,-0.93582857,-1.0972112
attn_0_2_outputs,_,0.06742213,0.15138336,0.38905898,-0.073585115,-0.8636543
attn_0_2_outputs,_,0.18509918,-0.12421432,0.29198155,0.67067426,-0.675059
attn_0_2_outputs,_,0.13039623,0.08404234,-0.5131613,0.040059544,-0.7974683
attn_0_2_outputs,_,-0.5626981,0.42263216,0.40710172,-0.15835516,-1.2905334
attn_0_2_outputs,_,-0.5832529,0.63150376,0.04197896,0.33212253,-0.30955052
attn_0_2_outputs,_,0.17410873,0.7200344,-0.13038273,0.9926004,-0.41724455
attn_0_2_outputs,_,0.3978753,0.14470915,0.2776976,0.9593452,-1.0627787
attn_0_2_outputs,_,0.22532986,-0.033813883,-0.075891316,0.98121154,-0.3364183
attn_0_2_outputs,_,0.4581263,-0.62255543,-0.2611878,-0.072472095,0.5206464
attn_0_2_outputs,_,-0.30220458,0.06133261,-0.11898429,0.06810606,0.46066776
attn_0_2_outputs,_,-0.96723324,-0.18241778,-0.017912852,-0.06275834,0.8728065
attn_0_2_outputs,_,0.38494384,0.21709615,-0.4760324,0.81089,0.29829532
attn_0_2_outputs,_,-0.73591554,-0.19961542,0.23248537,0.14788364,1.3153987
attn_0_2_outputs,_,0.14057067,-0.6798874,0.6030301,0.48330477,-0.19144526
attn_0_2_outputs,_,0.016796403,0.54156333,-0.33684176,-0.15488824,0.45587432
attn_0_2_outputs,_,0.021513207,-1.1391308,0.6478227,-0.33482003,0.45330682
attn_0_2_outputs,_,0.17970833,-0.7556382,-0.36701697,0.08518207,0.07116964
attn_0_2_outputs,_,-0.22485855,0.05472134,0.53310883,-0.40480316,0.44159093
attn_0_3_outputs,0,1.2653399,-0.8752328,-0.62646824,0.0013685505,-0.18814759
attn_0_3_outputs,1,-1.1912305,-0.63246614,-0.27413082,0.7518786,0.8975866
attn_0_3_outputs,2,-2.916844,0.81079537,1.829563,0.59307635,-0.14991875
attn_0_3_outputs,3,-2.3853316,-0.5295843,0.2717991,0.9483684,0.6737515
attn_0_3_outputs,4,-0.65440875,-0.7405457,-0.40634972,1.1393514,1.4363192
attn_0_3_outputs,</s>,-2.424711,-0.82335263,-0.014729596,0.8584318,0.69118536
attn_0_3_outputs,<pad>,-0.7599752,-0.6445363,0.27395982,0.09012428,1.1135058
attn_0_3_outputs,<s>,-3.5665524,0.44227925,-1.0685623,1.4063219,1.6937888
attn_0_3_outputs,_,-0.20033377,0.06648907,-0.2350202,-0.016879851,0.2834336
attn_0_3_outputs,_,0.32638088,-0.1867838,0.24506164,0.90259266,1.3040885
attn_0_3_outputs,_,0.6215919,0.07471623,0.09005205,0.059639245,0.2651046
attn_0_3_outputs,_,0.2193643,-0.11398805,-0.6585003,-0.43201637,0.4127121
attn_0_3_outputs,_,0.3319201,0.17290434,0.21811862,-0.3416247,0.38832468
attn_0_3_outputs,_,-0.1767439,0.31570172,0.32544053,-0.4818119,-0.048897892
attn_0_3_outputs,_,0.560047,0.23669824,-0.447863,-0.36997843,0.36314785
attn_0_3_outputs,_,0.025336752,0.49428737,-0.12071404,-0.4193016,-0.2946191
attn_0_3_outputs,_,0.6684606,0.68034005,0.2468451,-0.15320465,0.009906521
attn_0_3_outputs,_,0.3194524,-0.2853774,0.10425029,-0.046584744,-0.6615292
attn_0_3_outputs,_,0.6517042,0.5097946,-0.31360757,-0.8597597,-0.0128761325
attn_0_3_outputs,_,-0.15366697,0.47207573,-0.050447434,-0.040048704,-0.3866698
attn_0_3_outputs,_,0.40890414,0.27165666,0.12418773,-1.1000571,-0.33158016
attn_0_3_outputs,_,0.777843,-0.5184156,-0.3763791,-0.53029066,-0.3112031
attn_0_3_outputs,_,0.7154054,0.6606195,-0.2707491,0.13271043,-0.34076646
attn_0_3_outputs,_,0.53162265,-0.30096084,-0.06611321,-1.4145867,-1.1687359
attn_0_3_outputs,_,1.0357126,-0.22373497,0.6594693,-0.18643253,-0.5282667
attn_0_3_outputs,_,0.4655111,-0.2611753,0.8671139,-0.35879192,-0.20141366
attn_0_3_outputs,_,-0.3328142,-0.26218292,0.13408405,0.0800069,-0.20996144
attn_0_3_outputs,_,0.590835,-0.75712824,0.024777196,-0.5007853,-0.194082
attn_0_3_outputs,_,0.6576721,0.21165147,-0.075734355,-0.5220559,-0.56096447
attn_0_3_outputs,_,0.4702886,-0.9532569,0.15176299,-0.36616123,-1.1034099
attn_0_3_outputs,_,0.28047147,-0.25383282,-0.17876625,-0.93117344,-1.0027566
attn_0_3_outputs,_,0.049434118,0.69579333,0.12653656,-0.3903128,-0.7355313
attn_0_3_outputs,_,-0.15753396,-0.06790415,0.41541407,-0.16855502,-0.757656
attn_0_3_outputs,_,0.15358967,0.4581182,-0.0756581,0.124155045,-0.69394207
attn_0_3_outputs,_,-0.13223805,-0.38790712,0.53399426,0.1656701,-1.0630115
attn_0_3_outputs,_,-0.6833164,-0.23587452,0.9359999,0.03627297,-1.0937268
attn_0_3_outputs,_,-0.2052616,0.4633966,0.27951628,0.39839923,-0.625039
attn_0_3_outputs,_,-0.21254036,0.36429268,0.6631445,0.7462431,-0.46130642
attn_0_3_outputs,_,-0.82109904,0.32092315,0.19281344,1.1110393,-1.1276499
attn_0_3_outputs,_,-0.33260465,0.32426673,0.07576872,1.1489033,-0.23659635
attn_0_3_outputs,_,0.28351936,-0.752692,-0.23245084,0.3533834,-0.5196967
attn_0_3_outputs,_,0.27857876,-0.69935155,-0.2583668,1.3421817,0.6135356
attn_0_3_outputs,_,0.22753946,0.5189739,-0.73543227,0.1836705,0.044254087
attn_0_3_outputs,_,0.43463567,0.68246216,-0.48651493,0.68128043,0.109605454
attn_0_3_outputs,_,0.12689815,-0.45893565,-0.08951155,0.7842947,-0.110885024
attn_0_3_outputs,_,0.5715499,-0.41410354,-0.3096311,-0.3140622,0.7068646
attn_0_3_outputs,_,-0.13600749,0.2408875,0.34338358,0.7122769,0.14471903
attn_0_3_outputs,_,0.1843955,0.44068056,-0.6873019,-0.12078395,0.17115909
attn_0_3_outputs,_,-0.36632377,0.1229753,0.620203,0.52097666,0.2555386
attn_0_3_outputs,_,-0.19353285,0.60842556,-0.88966745,0.51976246,0.81770366
attn_0_4_outputs,0,-0.9152994,-0.37996134,-0.027726192,-0.07746543,-0.065209016
attn_0_4_outputs,1,-0.98096585,0.21018213,0.5926637,0.5723424,0.55619305
attn_0_4_outputs,2,-1.8148896,-0.24181744,0.77338195,-0.012342678,-0.33992133
attn_0_4_outputs,3,-1.6795748,-0.5755322,0.4354951,0.85166204,0.53785336
attn_0_4_outputs,4,-2.075102,-0.7478268,0.21519183,0.55119765,1.4964061
attn_0_4_outputs,</s>,-2.4252667,-0.9647061,0.22250499,0.7411538,1.705431
attn_0_4_outputs,<pad>,-0.7161974,-0.63918686,0.47004673,0.46907023,0.6884242
attn_0_4_outputs,<s>,-4.2022367,-0.84431857,0.2721519,0.7184927,1.1126763
attn_0_4_outputs,_,-0.15297078,-0.18523283,0.10254244,-0.05810971,-0.0024242639
attn_0_4_outputs,_,-0.4354824,-0.25966442,0.6063604,0.57954353,0.061705966
attn_0_4_outputs,_,-0.3445659,0.15719834,-0.089045346,0.099680275,-0.2995839
attn_0_4_outputs,_,-0.59167695,0.14269313,0.02009219,0.121171236,-0.24991739
attn_0_4_outputs,_,-0.10927982,0.60615534,0.51265544,0.075480305,-0.5377625
attn_0_4_outputs,_,0.3172688,0.19031352,0.7793343,-0.16536713,-0.19275267
attn_0_4_outputs,_,0.31855196,0.6990683,0.13280885,-0.4392011,-0.41518852
attn_0_4_outputs,_,0.9276344,0.3408767,-0.25187433,-0.16685747,-0.40088743
attn_0_4_outputs,_,0.8795731,1.0279926,0.12211956,-0.5508368,-0.14980109
attn_0_4_outputs,_,1.2128869,1.1069268,-0.10290651,-0.27295196,-0.40048435
attn_0_4_outputs,_,0.37838918,0.9467534,0.11633699,-0.72280043,-0.5257082
attn_0_4_outputs,_,0.8385974,0.70613736,-0.5325013,-0.7351483,-0.57508504
attn_0_4_outputs,_,0.030793432,0.9158615,0.23293877,-0.38136154,-0.60841596
attn_0_4_outputs,_,0.34881595,0.80699104,0.34032056,-0.28568134,-0.18843874
attn_0_4_outputs,_,0.5589971,0.41359946,0.21695633,-0.4672622,-0.9678325
attn_0_4_outputs,_,0.91450036,1.1631693,-0.08698978,-0.9734315,0.4251709
attn_0_4_outputs,_,0.24027428,0.5545325,-0.077977866,-0.67861307,-0.92509764
attn_0_4_outputs,_,0.005096146,0.46399435,0.27757367,-0.41461974,-0.72596323
attn_0_4_outputs,_,0.13424933,0.315691,0.8280279,-0.806625,-0.8469114
attn_0_4_outputs,_,0.29510364,-0.10268406,0.6444111,-0.30372187,-1.3959367
attn_0_4_outputs,_,0.4091218,0.012750978,0.46269488,-0.76891434,-0.5110649
attn_0_4_outputs,_,-0.19194621,-0.6491761,0.657986,0.03928329,-0.96127343
attn_0_4_outputs,_,0.030828645,0.08511546,0.9998889,-0.54675597,-1.210438
attn_0_4_outputs,_,0.4185344,0.60055876,0.84126633,-0.038215525,-1.0263482
attn_0_4_outputs,_,0.6533067,0.17288662,0.6743295,-0.0882385,-0.630272
attn_0_4_outputs,_,-0.481533,-0.37325478,0.39798617,0.20869532,-1.4691597
attn_0_4_outputs,_,-0.13871126,0.6789521,0.9302314,0.026716257,-1.0861976
attn_0_4_outputs,_,-0.25109872,0.8970359,1.599854,-0.72515726,-0.46211568
attn_0_4_outputs,_,-0.29198587,1.185543,0.3069989,-0.46469235,-1.2497107
attn_0_4_outputs,_,0.18072437,0.4733178,1.5149003,0.031557363,-1.1056381
attn_0_4_outputs,_,-0.39681542,0.6829826,0.08985886,-0.17773822,-1.3187679
attn_0_4_outputs,_,-0.34646747,-0.11553609,0.37251836,0.5349544,-1.0500386
attn_0_4_outputs,_,-0.5276233,-0.70118487,0.08602503,0.5182143,1.0893768
attn_0_4_outputs,_,-0.4211561,-0.348683,-0.28740108,0.8344938,0.31903103
attn_0_4_outputs,_,-0.34863237,0.11326341,0.44758138,0.2592182,0.5362671
attn_0_4_outputs,_,0.0867603,-0.43024865,0.046271387,0.57335234,0.11074513
attn_0_4_outputs,_,0.028881134,-0.32232916,0.20029789,0.3433452,0.3664798
attn_0_4_outputs,_,0.14179857,-0.91780764,-0.04770011,-0.18392867,-0.457922
attn_0_4_outputs,_,0.2186877,-0.040757336,-0.36230773,0.5072504,-0.34479263
attn_0_4_outputs,_,0.17875187,-1.055448,-0.27327442,0.5787401,-0.4140679
attn_0_4_outputs,_,0.32078004,-0.29162553,-0.24776308,-0.23021919,1.0372752
attn_0_4_outputs,_,-0.22852422,-0.5647794,-0.3085734,-0.38734457,0.6118528
attn_0_5_outputs,0,-0.3804164,-0.51501954,-0.023017477,-0.3088897,-0.4745432
attn_0_5_outputs,1,-0.693759,-0.17425899,0.40703523,0.14948821,0.02557067
attn_0_5_outputs,2,-0.9217344,-0.181473,0.9082876,0.015928693,-0.54511786
attn_0_5_outputs,3,-1.275627,-0.65835094,0.43490106,0.6460451,0.12431505
attn_0_5_outputs,4,-1.2996228,-0.80467933,0.25696334,0.44357616,1.3284527
attn_0_5_outputs,</s>,-2.2813354,-0.7672725,0.7435833,2.0188107,4.0962596
attn_0_5_outputs,<pad>,-0.7268296,-0.84524184,0.09261441,0.34547338,1.396501
attn_0_5_outputs,<s>,-1.8173658,-0.81594115,0.29630318,0.66313225,2.1904733
attn_0_5_outputs,_,0.61545473,-0.21657194,-0.25861818,-0.00647844,0.09555608
attn_0_5_outputs,_,-0.77904826,-0.28546503,-0.5320592,0.722658,0.62168324
attn_0_5_outputs,_,-1.2500899,0.22379619,-0.8352301,0.68485326,1.0972941
attn_0_5_outputs,_,0.10426494,-0.05814407,0.48724073,0.051593237,0.21370488
attn_0_5_outputs,_,0.07410111,0.40535665,-0.47201827,0.7080933,-0.17017037
attn_0_5_outputs,_,0.42220888,0.6443096,0.4734213,0.5035305,-0.80870837
attn_0_5_outputs,_,0.68532735,-0.14281109,-0.81838787,0.20415075,-0.40431437
attn_0_5_outputs,_,0.40986282,-0.065056846,0.2046737,1.15297,-0.5204077
attn_0_5_outputs,_,1.0554523,0.4977079,-0.9188238,0.44338107,-1.075623
attn_0_5_outputs,_,1.3064494,-0.28443357,-0.5917181,0.9144396,-1.4227887
attn_0_5_outputs,_,0.9962839,0.7076309,-0.8909798,0.15846331,-1.628187
attn_0_5_outputs,_,0.45681673,-0.15696864,-0.8190576,0.08908547,-1.7453026
attn_0_5_outputs,_,0.7442901,0.3138411,-1.0850005,0.3412812,-1.7200532
attn_0_5_outputs,_,0.7833756,0.2501825,-0.7879333,0.6972149,-1.2287459
attn_0_5_outputs,_,1.1399121,-0.065719604,-0.27748644,0.7324485,-0.26807377
attn_0_5_outputs,_,0.842864,-0.4081246,-0.6604687,0.8700162,-1.8979269
attn_0_5_outputs,_,0.9103422,0.2635431,0.15521125,0.8081736,-1.437487
attn_0_5_outputs,_,1.045522,-0.2827094,-0.76009613,0.18737479,-1.282856
attn_0_5_outputs,_,0.27433947,0.09162119,-0.08640549,-0.060695104,-2.9610481
attn_0_5_outputs,_,1.2597942,-0.23672038,0.106227435,1.2125713,-1.7490324
attn_0_5_outputs,_,0.19417118,-0.2721812,0.6720016,0.7451683,-1.8034686
attn_0_5_outputs,_,0.26797634,-0.8444059,-0.6133861,0.2598698,-2.0513532
attn_0_5_outputs,_,-0.14487852,-0.03942428,0.9938285,0.12903824,-2.6558492
attn_0_5_outputs,_,0.71773076,-0.8239423,0.33643618,0.44388342,-1.5418956
attn_0_5_outputs,_,-0.502214,0.74671876,1.091937,-0.08302894,-2.4464808
attn_0_5_outputs,_,-0.37007585,0.0072084777,0.08614187,-0.14478908,-1.375564
attn_0_5_outputs,_,0.09438496,-0.45835173,0.41856995,0.975934,-1.5516707
attn_0_5_outputs,_,0.27272928,-0.2778278,0.37848172,-0.2023354,-1.7981759
attn_0_5_outputs,_,0.007696002,0.47926873,0.16423704,0.28608805,-1.3238635
attn_0_5_outputs,_,-0.69344854,0.44872415,1.2808281,0.41486913,-2.0456955
attn_0_5_outputs,_,-0.52449864,-0.3409797,-0.05530475,0.0001353184,-1.0582186
attn_0_5_outputs,_,-0.2849765,0.2297801,0.54515326,0.44368517,-1.4298657
attn_0_5_outputs,_,0.12872535,-0.6813271,0.04247372,-0.35470498,0.6733911
attn_0_5_outputs,_,-0.3485723,-0.11175767,0.026846737,1.1308993,0.5920456
attn_0_5_outputs,_,-0.90121496,0.2860426,0.30480257,0.16518515,-0.29127482
attn_0_5_outputs,_,0.40046793,1.0385096,0.08473885,0.5549209,-1.0942901
attn_0_5_outputs,_,0.6249106,0.0036487698,0.07754813,0.7830048,0.12269179
attn_0_5_outputs,_,0.21395747,-0.18442413,0.41779128,0.4467342,0.20543717
